Year,Title,Game System,Long Description,Event Type,Game ID,Duration,Cost $,Maximum Players,Rules Complexity,Location,GM Names,Start Date & Time,Original Order,Website,Email,Tournament?,Round Number,Total Rounds,Minimum Play Time,Attendee Registration?,Group,Room Name,Table Number,Special Category,Tickets Available,Last Modified,Materials Provided,Also Runs,Prize,Short Description,Rules Edition,Minimum Players,Age Required,End Date & Time,Experience Required
2002,Taj Mahal,Taj Mahal,"Control of India at the beginning 18th century is up for grabs.The 200-year long rule of the Grand Moguls is collapsing, but they still have some power. Now is the time for the Maharishis and princes to take control of the Indian subcontinent. Ages 12 and up.",Boardgames,1746,2:00:00,$1.50,20,A-5,Hilton: GB7HQ,Game Base 7,8/8/2002,283,,,,,,,,,,,,,,,,,,,,,,
2002,"Tai Mahal, Talisman","Taj Mahal, Talisman",(First Occurrence: Th 8 AM #1749),Boardgames,1750,4:00:00,$3.00,6,A-5,Hilton: GB7HQ,Game Base 7,8/8/2002,284,,,,,,,,,,,,,,,,,,,,,,
2002,This Accursed Civil War,This Accursed Civil War,This Accursed Civil War,Boardgames,1910,1:45:00,$1.50,16,A-3,3rd Floor: BGHQ,GMT Games,8/8/2002,285,,,,,,,,,,,,,,,,,,,,,,
2002,"This Accursed Civil War, For Beginners",This Accursed Civil War,"This Accursed Civil War, For Beginners",Boardgames,1882,1:45:00,$1.50,16,A-2,3rd Floor: BGHQ,GMT Games,8/8/2002,286,,,,,,,,,,,,,,,,,,,,,,
2002,Tigris and Euphrates,Tigris and Euphrates,(First Occurrence: Th 8 AM #1777),Boardgames,1778,4:00:00,$3.00,24,A-5,Hilton: GB7HQ,Game Base 7,8/8/2002,287,,,,,,,,,,,,,,,,,,,,,,
2002,"Wizard Kings, If an Orc Dies in the Forest",Wizard Kings,(First Occurrence: Th 8 AM #1039),Boardgames,1040,1:45:00,$1.50,18,S-1,3rd Floor: BGHQ,"Columbia Games, Inc.",8/8/2002,288,,,,,,,,,,,,,,,,,,,,,,
2002,"Wizard Kings, Thar’s Gold in them Thar Hills",Wizard Kings,(First Occurrence: Th 8 AM #1016),Boardgames,1017,3:45:00,$3.00,18,S-2,3rd Floor: BGHQ,"Columbia Games, Inc.",8/8/2002,289,,,,,,,,,,,,,,,,,,,,,,
2002,Fluxx,Fluxx,(First Occurrence: 8 AM #3055),Non-Tradable Card Games,3056,2:00:00,$1.50,6,S-1,Hilton: GB7HQ,Game Base 7,8/8/2002,290,,,,,,,,,,,,,,,,,,,,,,
2002,"Lunch Money, You Call that Humiliation?","Lunch Money, You Call that Humiliation?","Thats right girlies, grab your lunch money and see who goes running for the First aid. Rules taught. Fight to find who is the queen bee of the playground. We ask that players are mature enough to enjoy this game. See http://www.roguejudges.org.",Non-Tradable Card Games,3015,1:45:00,$1.50,20,A-2,Exhibit Hall D: TCGHQ,ROGUE Judges,8/8/2002,291,,,,,,,,,,,,,,,,,,,,,,
2002,Manhattan,Manhattan,"Experience the thrill of car racing on your gaming table. Race around a famous speedway, vying with other cars (and players) to be the First across the finish line.",Non-Tradable Card Games,3098,4:00:00,$3.00,20,A-5,Hilton: GB7HQ,Game Base 7,8/8/2002,292,,,,,,,,,,,,,,,,,,,,,,
2002,Mille Bornes,Mille Bornes,(First Occurrence: Th 8 AM #3104),Non-Tradable Card Games,3105,2:00:00,$1.50,16,S-3,Hilton: GB7HQ,Game Base 7,8/8/2002,293,,,,,,,,,,,,,,,,,,,,,,
2002,"Quest for the Magic Carrot, Killer Bunnies",Quest for the Magic Carrot,(First Occurrence: Th 10 AM #3167),Non-Tradable Card Games,3168,2:00:00,$1.50,8,E-2,Exhibit Hall D: TCGHQ,Playroom Entertainment,8/8/2002,294,,,,,,,,,,,,,,,,,,,,,,
2002,"Settlers of Catan, Card Games Expanded",Settlers of Catan,(First Occurrence: Th 8 AM #3126),Non-Tradable Card Games,3128,2:00:00,$1.50,8,A-5,Hilton: GB7HQ,Game Base 7,8/8/2002,295,,,,,,,,,,,,,,,,,,,,,,
2002,Titan: The Arena,Titan: The Arena,(First Occurrence: Th 8 AM #3150),Non-Tradable Card Games,3151,2:00:00,$1.50,20,A-5,Hilton: GB7HQ,Game Base 7,8/8/2002,296,,,,,,,,,,,,,,,,,,,,,,
2002,"Avalon Home Base, Circus Maximus Tournament",Avalon Home Base,(First Occurrence: Th 8 AM #6031),Historical Miniatures,6032,4:00:00,$3.00,18,E-2,3rd Floor: MiniHQ,Michael Scott,8/8/2002,297,,,,,,,,,,,,,,,,,,,,,,
2002,"Modified Fletcher Pratt, One Last Gasp",Modified Fletcher Pratt,"The Italians and Germans have steadily been thrown back in the Med. In one last gasp, the Italians sortie to try and disrupt British and American troop landings.",Historical Miniatures,6013,3:45:00,$3.00,8,A-3,3rd Floor: MiniHQ,Richard Jacobs,8/8/2002,298,,,,,,,,,,,,,,,,,,,,,,
2002,"Shadowrun, Spirit of the Night",Shadowrun,"Denver’s received permission to expand its borders, and the mayor is throwing an exclusive party to celebrate: The megacorps and the mysterious Dracoform are all expected to attend to try and secure a section of this new land.",Live Action Roleplaying Games,5028,4:00:00,$3.00,50,S-2,103E,Millenium Interactive Gaming,8/8/2002,299,,,,,,,,,,,,,,,,,,,,,,
2002,"Toon, Toonlands: Lost Angles",Toon,"Yee-Haw! Come play the biggest mish-mash of genres ever (comedy/western/survival horror)! Can your rootin’ tootin’ cowboy spirit help Reverend Grime save the city of Lost Angles from the walkin’ dead? Bring your insanity, bring your sense of humor.",Live Action Roleplaying Games,5032,4:00:00,$3.00,10,S-2,Hilton: MacArthur,Andrew Netzel,8/8/2002,300,,,,,,,,,,,,,,,,,,,,,,
2002,Battle in the Asteroids,Battle in the Asteroids,"After a large fleet action in the Third Solar War, a damaged superdreadnought limped away into an asteroid belt.While it awaited repair tenders, forces from two other nations moved in to claim the prize.",Non-Historical Miniatures,7314,3:45:00,$3.00,6,E-2,3rd Floor: MiniHQ,GEOHEX,8/8/2002,301,,,,,,,,,,,,,,,,,,,,,,
2002,"Critter Commandos, Showdown!",Critter Commandos,"Come and show us what you’re made of! Players face off with 500 points each to see who really *is* the Top Banana! Prizes for the winners, and no one goes away empty handed. Bring your armies and prove you are worthy to be Lord of the Jungle!",Non-Historical Miniatures,7325,2:00:00,$1.50,8,S-1,3rd Floor: MiniHQ,Crunchy Frog/Nightshift Games,8/8/2002,302,,,,,,,,,,,,,,,,,,,,,,
2002,DC HeroClix: Hypertime,DC HeroClix,(First Occurrence: Th 10AM #7II7),Non-Historical Miniatures,7119,1:00:00,$1.50,4,A-1,Ballroom C: WizKids,Wizkids Games,8/8/2002,303,,,,,,,,,,,,,,,,,,,,,,
2002,"Flintloque/Deadloque, It’s Dark Down There",Flintloque/Deadloque,"Dwarven deserters from Mordred’s shattered Witchland Army attempt to escape in the sewers of Moskova. But in this dark labyrinth, there lurk things even the Undead fear.",Non-Historical Miniatures,7307,3:45:00,$3.00,4,A-2,3rd Floor: MiniHQ,Daniel Dimitroff,8/8/2002,304,,,,,,,,,,,,,,,,,,,,,,
2002,"Jovian Chronicles/Lightning Strike, The Kennicott Station Incident",Jovian Chronicles,"Eighteen hours ago, an emergency signal was broadcast from Kennicott Station. Since that time - silence: The JSS Flail is inbound to investigate: T-minus 96 hours before contact. A combined miniatures and roleplaying event.",Non-Historical Miniatures,7294,3:45:00,$3.00,6,E-2,3rd Floor: MiniHQ,Bryan Miller,8/8/2002,305,,,,,,,,,,,,,,,,,,,,,,
2002,"Mage Knight, Necropolis: City of Death",Mage Knight,(First Occurrence: Th 10 AM #7147),Non-Historical Miniatures,7149,1:00:00,$1.50,4,A-1,Ballroom C: WizKids,Wizkids Games,8/8/2002,306,,,,,,,,,,,,,,,,,,,,,,
2002,"MageKnight Dungeons, Heroes for Hire",Mage Knight,(First Occurrence: Th 8AM #7403),Non-Historical Miniatures,7404,4:00:00,$25.50,64,E-2,3rd Floor: MiniHQ,Leroy Castle,8/8/2002,307,,,,,,,,,,,,,,,,,,,,,,
2002,MechWarrior: Dark Ages,MechWarrior,(First Occurrence: 10 AM #7177),Non-Historical Miniatures,7179,1:00:00,$1.50,4,A-3,Ballroom C: WizKids,Wizkids Games,8/8/2002,308,,,,,,,,,,,,,,,,,,,,,,
2002,"Mindless Violence, Mindless Violence at GenCon",Mindless Violence,"They’re trolls...why do they fight? Because they can! A hilarious combat game of interchangeable body parts. Remember, the fist you strike with need not be your own.",Non-Historical Miniatures,7085,3:45:00,$3.00,10,E-2,3rd Floor: MiniHQ,Inner City Games Designs/Hekaforge Productions,8/8/2002,309,,,,,,,,,,,,,,,,,,,,,,
2002,Poker,Poker,"Back by popular demmand! Longer, deadlier, more traps and surprises. Design your own Mech 3025 technology. Five areas, five hills, get cards by standing on top of a hill or by killing your opponents. Generics welcome.",Non-Historical Miniatures,7257,6:00:00,$4.50,24,A-3,Hilton: GB7HQ,Game Base 7,8/8/2002,310,,,,,,,,,,,,,,,,,,,,,,
2002,"ShockForce, Demon Ball: Blood Sport of Future America",ShockForce,The blood sport of the shattered remains of America. Six-man teams fight/kill for the right to score a goal in this lethal blood sport. Bring your own or use my teams. Details at http://dances.with.emutants.50megs.com/StormGenCon 2002.html.,Non-Historical Miniatures,7065,1:45:00,$1.50,6,E-1,3rd Floor: MiniHQ,Steve Rysemsus,8/8/2002,311,,,,,,,,,,,,,,,,,,,,,,
2002,Starship War PIGs,Starship War PIGs,"Alien Bugs want our candy bars! As citizens, it's your Job to protect the world. Of course, you could play the bugs.Jt's Plastic Infantry Guys (PIGs) vs. plastic bugs in this fast-action game from Inner City Games Designs.",Non-Historical Miniatures,7088,3:45:00,$3.00,8,E-2,3rd Floor: MiniHQ,Inner City Games Designs/Hekaforge Productions,8/8/2002,312,,,,,,,,,,,,,,,,,,,,,,
2002,"Supersystem, Rumble in the Jungle",Supersystem,"Heroes and villains alike must fight for a powerful weapon being constructed at a secret base deep in the Amazon Rainforest. Players can bring their own forces (85 pts./figure, 170 pts. total max) or use provided ones for this superhero miniatures battle tournament.",Non-Historical Miniatures,7049,3:45:00,$3.00,8,E-2,3rd Floor: MiniHQ,Robert McCabe,8/8/2002,313,,,,,,,,,,,,,,,,,,,,,,
2002,"Warhammer 40K, Angels & Edlar - Battle for Shi-ar III",Warhammer 40K,"With the Tyranids on the way, the arines and Eldar have ceased their battle and formed a temporary alliance. Will they be able to hold out until Imperial Guard 1 Enforcements arrive? Will any unexpected forces play a hand in this battle?",Non-Historical Miniatures,7002,3:45:00,$3.00,8,A-3,3rd Floor: MiniHQ,David Barclay,8/8/2002,314,,,,,,,,,,,,,,,,,,,,,,
2002,When Good Villagers...Go Bad,When Good Villagers...Go Bad,"Remember that village down the road where you ripped off all the merchants, drank all the beer, and left without paying the bill? Normal party behavior right? Well, you’re about to discover what happens When Good Villagers...Go Bad.",Non-Historical Miniatures,7091,3:45:00,$3.00,10,E-2,3rd Floor: MiniHQ,Inner City Games Designs/Hekaforge Productions,8/8/2002,315,,,,,,,,,,,,,,,,,,,,,,
2002,"3E Dungeons & Dragons, Oh, The Poor Prince","Dungeons & Dragons, 3rd Edition","Your adventuring career on hold, two dull months pass until a well-dressed elf arrives. His royal student is missing and your company is perfectly shaped for the task of retrieving the prince. Falsettos encouraged, role-playing inevitable. 4th level.",Roleplaying Games,8055,3:45:00,$3.00,6,A-3,202C15,Kent King,8/8/2002,316,,,,,,,,,,,,,,,,,,,,,,
2002,"7th Sea, SS01",7th Sea,The Explorer's Guild is hiring in southern Castille for a journey to the south sea.The journey is funded by Vendel merchants. The captain is from Avalon. There are only a few openings and there are a lot of people wanting the job. Things could get ugly...,Roleplaying Games,8707,3:45:00,$3.00,6,A-2,Hilton: GB7HQ,Game Base 7,8/8/2002,317,,,,,,,,,,,,,,,,,,,,,,
2002,"A Galaxy Far, Far Everway, Where is Everybody?","A Galaxy Far, Far Everway, Where is Everybody?",You stumble onto a lifeless world through a one-way gate. Can you find an exit before whatever killed the inhabitants finds you? A space-opera variant of the image-oriented Everway system.,Roleplaying Games,8357,3:45:00,$3.00,6,S-2,SW Corner,Woodelf & Crew,8/8/2002,318,,,,,,,,,,,,,,,,,,,,,,
2002,"AD&D, Theatre of Horror",Advanced Dungeons & Dragons,(First Occurrence: Th 8 AM #8593),Roleplaying Games,8594,3:45:00,$3.00,8,A-3,202C:6,Maris Renee,8/8/2002,319,,,,,,,,,,,,,,,,,,,,,,
2002,"AD&D, All the People Merely Players...",Advanced Dungeons & Dragons,"A peace treaty with a neighboring nation is jeopardized when the king goes hunting a few days before the signing. Will a dangerous plot succeed? Is war imminent? Characters provided, little combat. Roleplaying stressed. Written by Doug Luby. http:Winfinite.www3.50megs.com",Roleplaying Games,8970,4:00:00,$3.00,8,A-3,201B:4,Infinite Imaginations Inc.,8/8/2002,320,,,,,,,,,,,,,,,,,,,,,,
2002,"AD&D, Death of a Salesman",Advanced Dungeons & Dragons,A stranger knocking on your door offering you goods in exchange for services. A bone chilling wind.The smell of smoke in the air.,Roleplaying Games,8642,3:45:00,$3.00,8,A-2,202C:8,Scott Javoroski,8/8/2002,321,,,,,,,,,,,,,,,,,,,,,,
2002,"Advanced Dungeonas and Dragons, The Circle Tournament of Tournament Town",Advanced Dungeons & Dragons,"Put your character to the test in a free-for-all.Twenty people enter, only one leaves. Bring your OWN 1 st Ed. character (8th level max). Email MendenhallGary@netscape.net for complete rules. See ya.",Roleplaying Games,8224,5:45:00,$4.50,8,A-3,202C:5,Gary Mendenhall,8/8/2002,322,,,,,,,,,,,,,,,,,,,,,,
2002,"Advanced Dungeons and Dragons (1st Ed.), The Story: Beginnings - Mage School",Advanced Dungeons & Dragons,After years of long hours of study it is time to prepare for your finals-a series of difficult challenges that will test your knowledge of spells.,Roleplaying Games,8854,3:45:00,$3.00,12,H-5,Hilton: GB7HQ,Game Base 7,8/8/2002,323,,,,,,,,,,,,,,,,,,,,,,
2002,"Advanced Dungeons and Dragons (1st Ed.), The Story: Beginnings - Paladins Quest",Advanced Dungeons & Dragons,"Guided by a vision,Thomas Varus is recruiting at the temple of Athena in Rome. Do you have what it takes to become a Paladin?",Roleplaying Games,8851,3:45:00,$3.00,12,H-5,Hilton: GB7HQ,Game Base 7,8/8/2002,324,,,,,,,,,,,,,,,,,,,,,,
2002,"Advanced Dungeons and Dragons (2nd Ed.), Dorm:Wyldwood",Advanced Dungeons & Dragons,This is a World of Dorm event. You must search an enchanted forest for a magical chalice. Semi-pregenerated characters provided. Recommended that players attend a Dorm character creation seminar session prior to play.,Roleplaying Games,8746,3:45:00,$3.00,8,H-3,Hilton: GB7HQ,Game Base 7,8/8/2002,325,,,,,,,,,,,,,,,,,,,,,,
2002,"Advanced Dungeons and Dragons (2nd Ed.),Visual Dungeon",Advanced Dungeons & Dragons,(First Occurrence: Th 8 AM #8710),Roleplaying Games,8711,3:45:00,$3.00,6,A-5,Hilton: GB7HQ,Game Base 7,8/8/2002,326,,,,,,,,,,,,,,,,,,,,,,
2002,"Advanced Dungeons and Dragons (3rd Ed), Chalice of Love",Advanced Dungeons & Dragons,"A cold town and rough weather bring you to the Stardust Inn, where it all starts with a royal invite to a dinner party. After all, a royal invite means good food, fine wines, good company, and possibly some ... Knock! Knock!",Roleplaying Games,8721,3:45:00,$3.00,6,H-5,Hilton: GB7HQ,Game Base 7,8/8/2002,327,,,,,,,,,,,,,,,,,,,,,,
2002,"Advanced Dungeons and Dragons (3rd Ed.), Dragon Fight",Advanced Dungeons & Dragons,The continuation of the Dream Whisperings saga.Autumn and her friends are still missing pieces of the sword they need.The rumors all point in the same direction...towards the isolated tower ofVerokned.Travel and try to solve the mysteries and puzzles.,Roleplaying Games,8750,3:45:00,$3.00,6,H-5,Hilton: GB7HQ,Game Base 7,8/8/2002,328,,,,,,,,,,,,,,,,,,,,,,
2002,"Advanced Dungeons and Dragons (3rd Ed.), The Arabica",Advanced Dungeons & Dragons,"You've awakened the protectors of the staff of Huruntor and your only escape from angry stone golems is a damaged life vessel.The nearest port is over 1000 miles away, but a pirate galleon can be seen. Become a member of The Arabica? Or go the distance?",Roleplaying Games,8845,3:45:00,$3.00,6,H-5,Hilton: GB7HQ,Game Base 7,8/8/2002,329,,,,,,,,,,,,,,,,,,,,,,
2002,"Adventure, 10 Cent Wonders","Adventure, 10 Cent Wonders",Pulp heroes foil a sinister plot or die trying. Characters will be provided.,Roleplaying Games,80331,4:00:00,$3.00,6,A-3,203A:4,White Wolf,8/8/2002,330,,,,,,,,,,,,,,,,,,,,,,
2002,"AFMBE, Road Trip to Damned",All Flesh Must Be Eaten,"Check out AFMBE, the zombie survival horror game and Origins Award nominee 2001 .This demo is open to all mature gamers.",Roleplaying Games,8423,4:00:00,$3.00,6,E-2,101C:2,"Eden Studios, Inc.",8/8/2002,331,,,,,,,,,,,,,,,,,,,,,,
2002,"Battlelords of the 23rd Century, Battlelords 2272, Trail of a Killer",Battlelords of the 23rd Century,"SSDC and BYOV present...Sharron is gone. An entire planet, blown apart, erased from existence. Everyone knows who is responsible, but it’s YOUR team of Bounty Hunters that’s been hired to track him down. A killer is loose...",Roleplaying Games,8567,3:45:00,$3.00,8,A-3,202C:9,Thomas Javoroski,8/8/2002,332,,,,,,,,,,,,,,,,,,,,,,
2002,"BESM, 2nd Ed., Project: Alamo","Big Eyes, Small Mouth",<<<lncoming Cipher-Tran from Satcom 6...Growler’s attacking Asteroid 7876 - Alamo...Heavy Casualties...Send Reinforfjklfdaufiop>>>...Cipher-Tran signal lost.,Roleplaying Games,80265,4:00:00,$3.00,6,E-2,203A:7,Gregory Volz,8/8/2002,333,,,,,,,,,,,,,,,,,,,,,,
2002,"Big Eyes, Small Mouth, There is No ADGNEPSEF555, Only Zoooo!","Big Eyes, Small Mouth",The Zoo in the City at the Center of theAnime Multiverse—how much trouble can the kids of Advanced Dimensional Green Ninja-Educational Preparatory Super-Elementary Fortress 555 get into on a trip there?,Roleplaying Games,8356,3:45:00,$3.00,6,S-1,SW Corner,Woodelf & Crew,8/8/2002,334,,,,,,,,,,,,,,,,,,,,,,
2002,"Call of Cthulhu, Ghost, Gats, and Goons",Call of Cthulhu,The most notorious mob boss in 1924 Cleveland says that he has a ghost problem.A problem he wants you to solve: This might be an offer you can't refuse.,Roleplaying Games,8233,3:45:00,$3.00,8,A-2,202C12,James Rummel,8/8/2002,335,,,,,,,,,,,,,,,,,,,,,,
2002,"Call of Cthulhu, Kiss of Zelzah",Call of Cthulhu,"Part two in the Burke University series, new players welcome. Fall semester, 1934. Come explore the dark side of college life as the idle rich blow off steam during midterms.",Roleplaying Games,8469,3:45:00,$3.00,6,E-2,202D:5,Brian Martin,8/8/2002,336,,,,,,,,,,,,,,,,,,,,,,
2002,"Call of Cthulhu, Under Fire",Call of Cthulhu,"A special Marine Corps reconnaissance force assigned to a secret mission, what could go wrong? Mature roleplayers required.",Roleplaying Games,8087,3:45:00,$3.00,7,S-2,202D:2,Joseph Donaghue,8/8/2002,337,,,,,,,,,,,,,,,,,,,,,,
2002,"Children of the Sun, lntroduction:Trouble at Tilton",Children of the Sun,"Learn to play! The plant-like Banfilidh have been disappearing, and a sleepy logging town holds the key. Rules taught,characters provided. Please bring dice.",Roleplaying Games,8619,3:45:00,$3.00,8,A-1,201C:3,Misguided Games,8/8/2002,338,,,,,,,,,,,,,,,,,,,,,,
2002,"Chosen, New Opportunities",Chosen,"You’ve been offered a job by a new company—at an amazing salary. But who are these people, exactly? What does the company do? And why are they only recruiting Gifted? Something is strange here—better check the contract!",Roleplaying Games,8528,3:45:00,$3.00,8,E-2,201C:9,Clockworks,8/8/2002,339,,,,,,,,,,,,,,,,,,,,,,
2002,"D&D, Fury in Freeport",Dungeons & Dragons,"Come visit Freeport. Walk the streets with surly sailors, drunken ore pirates, and even a few honest folk! Keep one hand on your gold and the other on your sword hilt though.This is Green Ronin Publishing's official Freeport adventure for Summer 2002. Characers provided.",Roleplaying Games,8677,4:00:00,$3.00,8,A-3,202C10,Limestone Publishing,8/8/2002,340,,,,,,,,,,,,,,,,,,,,,,
2002,"D&D 3rd editions, Another Short Adventure",Dungeons & Dragons,"Zang Ptui’s lover has been captured by a band of adventures from Serune. She has assigned you to return him to her arms. You have to sneak into the village, get him out, and get away. Finally, you will be able to prove that kobolds are not to be laughed at.",Roleplaying Games,8143,4:00:00,$3.00,6,N-B,201B:1,Fantasy Aspirations,8/8/2002,341,,,,,,,,,,,,,,,,,,,,,,
2002,"D20 Scarred Lands, Titans Blood",D20,The Blood of the Titans forever changed the World of Scarn in ways horrific and unimaginable. Characters will be provided.,Roleplaying Games,80329,4:00:00,$3.00,6,A-2,203A:2,White Wolf,8/8/2002,342,,,,,,,,,,,,,,,,,,,,,,
2002,"d20, Make a Run for Bordor",D20,"Chain of Being, Make a Run for Bordor",Roleplaying Games,8659,3:45:00,$3.00,6,E-2,103C14,Limestone Publishing,8/8/2002,343,,,,,,,,,,,,,,,,,,,,,,
2002,"Deadlands, Early in the Great Maze",Deadlands,(First Occurrence: Th 8 AM #8464),Roleplaying Games,8465,3:45:00,$3.00,6,A-2,202C13,Jason Michels,8/8/2002,344,,,,,,,,,,,,,,,,,,,,,,
2002,"DragonQuest, SD04",DragonQuest,Fox and Hound by Verne Wetherholt. A DragonQuest adventure for new players. You get the impression sometimes that your whole life has been leading up to something important. Sometimes you feel like the answer is just around the corner.,Roleplaying Games,8756,3:45:00,$3.00,6,A-2,Hilton: GB7HQ,Game Base 7,8/8/2002,345,,,,,,,,,,,,,,,,,,,,,,
2002,"Dungeonas & Dragons, Castle Wolfmoon - the Lower Levels",Advanced Dungeons & Dragons,You’ve penetrated to the castle’s third level...and things are starting to get a bit hairy down here. Can you survive long enough to save the princess? Not for the faint of heart.,Roleplaying Games,8333,3:45:00,$3.00,8,A-2,201C10,Inner City Games Designs/Hekaforge Productions,8/8/2002,346,,,,,,,,,,,,,,,,,,,,,,
2002,"Dungeons & Dragons 3rd Edition (Wizards of the Coast), introduction to Living",Dungeons & Dragons,"Kalamar The Kingdoms of Kalamar campaign setting is an officially licensed Dungeons & Dragons 3rd Edition setting published by Kenzer & Company Learn how to take part in the worldwide, member-driven RPGA campaign and meet campaign manager Daniel S. Donnelly.",Roleplaying Games,80178,2:00:00,$1.50,8,NULL,103C:1,Kenzer & Company,8/8/2002,347,,,,,,,,,,,,,,,,,,,,,,
2002,"Dungeons & Dragons 3rd Edition (Wizards of the Coast), Introduction to Living",Dungeons & Dragons,"Kalamar The Kingdoms of Kalamar campaign setting is an officially licensed Dungeons & Dragons 3rd Edition setting published by Kenzer & Company. Learn how to take part in the worldwide, member-driven RPGA campaign and meet campaign manager Daniel S. Donnelly.",Roleplaying Games,80179,2:00:00,$1.50,8,NULL,103C:5,Kenzer & Company,8/8/2002,348,,,,,,,,,,,,,,,,,,,,,,
2002,"EverQuest The Roleplaying Game, And So It Begins",EverQuest,(First Occurrence: Th 10AM #80054),Roleplaying Games,80055,2:00:00,$1.50,6,A-2,201A:2,White Wolf,8/8/2002,349,,,,,,,,,,,,,,,,,,,,,,
2002,"EverQuest The Roleplaying Game, The First Time",EverQuest,[None Given],Roleplaying Games,80327,2:00:00,$1.50,6,A-2,203C12,White Wolf,8/8/2002,350,,,,,,,,,,,,,,,,,,,,,,
2002,Exalted Scavenger Sons,Exalted,The people of Scavenger Lands crawled from the ruins of the Old Kealm and carved 9 themselves a place amid the rubble.,Roleplaying Games,80328,4:00:00,$1.50,6,A-3,203A:1,White Wolf,8/8/2002,351,,,,,,,,,,,,,,,,,,,,,,
2002,ExaIted Sun and Shadow,Exalted,On an island far to the west begins a battle that will resonate for millennia. Can the servants of the Unconquered Sun keep the Eyes of the World safe?,Roleplaying Games,8144,4:00:00,$3.00,6,A-2,201B:2,Fantasy Aspirations,8/8/2002,352,,,,,,,,,,,,,,,,,,,,,,
2002,"Gurps by Steve Jackson Games, The Elven Elite",GURPS,"When the elder elves move away from an orc invasion, a few of the youthful folk stay to see what can be done: They don’t have enough arrows to drive back the hoard. Perhaps they can think of something else.",Roleplaying Games,8088,3:45:00,$3.00,8,A-2,202D:3,William Parsons,8/8/2002,353,,,,,,,,,,,,,,,,,,,,,,
2002,"GURPS Magic, All in a Knight’s Work",GURPS,The greatest heroes of the realm and their trusty squires set off on a desperate mission to save the kingdom! A decidedly NON-SERIOUS event with role playing emphasized. Details at http://gencon.seurer.net,Roleplaying Games,8702,3:45:00,$3.00,6,E-2,202D:4,William Seurer,8/8/2002,354,,,,,,,,,,,,,,,,,,,,,,
2002,"Harnmaster, Prince of Thieves:The Heist",Harnmaster,"A group of rogues with mixed skills attempts an outlandish theft in the heart of Coranin, a bustling medieval-era city.",Roleplaying Games,8673,3:45:00,$3.00,6,A-2,202A13,"Columbia Games, Inc.",8/8/2002,355,,,,,,,,,,,,,,,,,,,,,,
2002,"Hero System, Champions 2002 - Leave No One Behind",Hero System,"The mission to end the war succeeded, so why haven’t the aliens lost? And what if the teammate you left behind still lives! Our heroes go behind enemy lines to finish what they started and rescue one of their own. infinite.www3.S0megs.com",Roleplaying Games,8986,4:00:00,$3.00,12,A-3,201B:5,Infinite Imaginations Inc.,8/8/2002,356,,,,,,,,,,,,,,,,,,,,,,
2002,"Hero System, Great Lakes Avengers II",Hero System,"Our intrepid heroes continue their reign as the premiere superhero team in Chicago.This is complicated by the fact that, following last year’s events involving area 36, they’re no longer allowed inside city Limits...infinite. www3.50megs.com.",Roleplaying Games,8997,4:00:00,$3.00,6,A-3,201B:7,Infinite Imaginations Inc.,8/8/2002,357,,,,,,,,,,,,,,,,,,,,,,
2002,"Hero System, Storm:Toy Sodier",Hero System,"Join Storm, the world's greatest superhero team, on their inaugural adventure. See the Multiverse! Battle the forces of evil! Earn great benefits! Storm battles a secret conspiracy that threatens the world...and one of their own may be responsible",Roleplaying Games,8485,3:45:00,$3.00,8,A-5,202D:1,Jason Jackson,8/8/2002,358,,,,,,,,,,,,,,,,,,,,,,
2002,"Hero System, Drive-In Hero",Hero System,"MASH, the X-Files, St. Elsewhere, they all had to end. Join us as Drive-In Hero rides off into the sunset with one last trip into the world of B-movie role-playing, infinite. www3.50megs.com.",Roleplaying Games,8989,4:00:00,$3.00,16,E-2,201B:8,Infinite Imaginations Inc.,8/8/2002,359,,,,,,,,,,,,,,,,,,,,,,
2002,"Hero System, Twilight Sanction: What Next?",Hero System,The party is swinging. All the guests are happy. Old friends are gathered talking about times together. Then she walked in. She being a large black / Doberman Pinscher. You all assumed she was someone else’s until she spoke. infinite.www3.50megs.com,Roleplaying Games,80029,4:00:00,$3.00,8,A-3,201B10,Infinite Imaginations Inc.,8/8/2002,360,,,,,,,,,,,,,,,,,,,,,,
2002,"Heroes Unlimited (Revised 2nd Ed.), Gravis Qwest",Heroes Unlimited,"The newly formed New York City superhero group survived their First encounter of evil. However, a greater challenge has been waiting for his chance for a long time beyond the Heavens. No past tragedies here.",Roleplaying Games,8775,3:45:00,$3.00,6,A-3,Hilton: GB7HQ,Game Base 7,8/8/2002,361,,,,,,,,,,,,,,,,,,,,,,
2002,L5R 2nd Ed. RPG Intro,L5R,"Return to the Age of Heroes. The L5R 2nd Edition RPG offers a completely revised 7 look at the culture, history, and background of the Emerald Empire. In a gaming system where samurai live the line between life, death, and honor, you adventure in a world rich in flavor. Characters provided.",Roleplaying Games,80151,4:00:00,$3.00,6,A-2,101A:1,Alderac Entertainment Group,8/8/2002,362,,,,,,,,,,,,,,,,,,,,,,
2002,"Lejendary Adventure, The Rock",Lejendary Adventure,"A troll’s hoard has left you with some extra change, and chance has left you near a comfortable inn. What could be better? Sharpen you sword...and your wits. All is not as it seems.",Roleplaying Games,8336,3:45:00,$3.00,9,A-2,201C13,Inner City Games Designs/Hekaforge Productions,8/8/2002,363,,,,,,,,,,,,,,,,,,,,,,
